"OS_TOID","EASTING","NORTHING","LATITUDE","LONGITUDE","OA","LSOA","MSOA","WARD_CODE","WARD","ADMINISTRATIVE_AREA","KWH","PEAK_KW","DECS","EPCS","RESI_COUNT","NONRESI_COUNT","DEMAND_ESTIMATION_METHOD"
"osgb1000006035589",533572,181387,51.5156243,-0.0763681,"E00000030","E01000005","E02000001","E05009308","Portsoken","CITY OF LONDON",40127.3020707969,32.9433784484863,0,4,4,1,"Building geometry prediction"
"osgb1000006035590",533569,181383,51.5155891,-0.0764129,"E00000030","E01000005","E02000001","E05009308","Portsoken","CITY OF LONDON",41598.0520022608,33.3503379821777,0,4,4,1,"Building geometry prediction"
"osgb1000006035591",533564,181378,51.5155453,-0.0764868,"E00000030","E01000005","E02000001","E05009308","Portsoken","CITY OF LONDON",42266.9371155285,33.5354232788086,0,4,4,1,"Building geometry prediction"
"osgb1000006035593",533565,181370,51.5154732,-0.0764754,"E00000030","E01000005","E02000001","E05009308","Portsoken","CITY OF LONDON",23355.504777926,28.3025569915771,0,1,0,1,"Building geometry prediction"
"osgb1000006035630",533587.23,181224.369999999,51.5141592,-0.0762104,"E00000029","E01000005","E02000001","E05009308","Portsoken","CITY OF LONDON",267225.197286505,95.7822341918945,0,0,0,1,"Building geometry prediction"
"osgb1000006035638",533631,181224,51.5141455,-0.0755801,"E00000029","E01000005","E02000001","E05009308","Portsoken","CITY OF LONDON",293151,167.3308413,1,0,0,3,"DEC data"
"osgb1000006035641",533680.36,181212.57,51.5140311,-0.0748735,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",45568.1617935325,34.4488830566406,0,0,0,2,"Building geometry prediction"
"osgb1000006035643",533692,181215,51.5140502,-0.0747049,"E00000029","E01000005","E02000001","E05009308","Portsoken","CITY OF LONDON",105354.432364862,50.9919738769531,0,0,0,3,"Building geometry prediction"
"osgb1000006035644",533710,181201,51.5139202,-0.074451,"E00000029","E01000005","E02000001","E05009308","Portsoken","CITY OF LONDON",141618.803624163,61.0264625549316,0,9,9,2,"Building geometry prediction"
"osgb1000006035645",533700,181198,51.5138956,-0.0745962,"E00000029","E01000005","E02000001","E05009308","Portsoken","CITY OF LONDON",29472.520408913,29.9951591491699,0,1,1,1,"Building geometry prediction"
"osgb1000006035646",533666,181253,51.5143979,-0.075065,"E00000029","E01000005","E02000001","E05009308","Portsoken","CITY OF LONDON",2014681.37263253,579.31005859375,0,0,0,2,"Building geometry prediction"
"osgb1000006035653",533735,181237,51.5142378,-0.0740773,"E00000029","E01000005","E02000001","E05009308","Portsoken","CITY OF LONDON",70526.0807737308,41.3548355102539,0,1,0,2,"Building geometry prediction"
"osgb1000006035654",533727,181238,51.5142486,-0.0741921,"E00000029","E01000005","E02000001","E05009308","Portsoken","CITY OF LONDON",57195.7901871571,37.6662940979004,0,0,0,1,"Building geometry prediction"
"osgb1000006035655",533725,181231,51.5141862,-0.0742236,"E00000029","E01000005","E02000001","E05009308","Portsoken","CITY OF LONDON",59473.5265471599,38.2965507507324,0,0,2,1,"Building geometry prediction"
"osgb1000006035656",533713,181220,51.5140902,-0.0744006,"E00000029","E01000005","E02000001","E05009308","Portsoken","CITY OF LONDON",43622.1915809284,33.9104270935059,0,2,5,1,"Building geometry prediction"
"osgb1000006035689",533574.02,181078.109999999,51.512848,-0.076456,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",648768.43675012,201.356704711914,0,1,0,2,"Building geometry prediction"
"osgb1000006035690",533568,181128,51.5132977,-0.0765238,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",37040.2777104392,32.0891876220703,0,0,1,1,"Building geometry prediction"
"osgb1000006035691",533568,181133,51.5133427,-0.0765219,"E00190458","E01032739","E02000001","E05009310","Tower","CITY OF LONDON",38062.179099928,32.3719520568848,0,0,0,1,"Building geometry prediction"
"osgb1000006035692",533564.22,181140.08,51.5134072,-0.0765737,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",151635.944798392,63.7982444763184,0,0,0,2,"Building geometry prediction"
"osgb1000006035693",533603,181146,51.5134512,-0.0760129,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",460804.496419484,149.34635925293,0,1,0,4,"Building geometry prediction"
"osgb1000006035695",533608,181102,51.5130546,-0.0759576,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",516186.690053419,164.670837402344,0,1,1,1,"Building geometry prediction"
"osgb1000006035696",533647.21,181159.550000001,51.5135625,-0.0753711,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",78859.8656336687,43.6608276367188,0,0,0,1,"Building geometry prediction"
"osgb1000006035698",533645,181191,51.5138457,-0.075391,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",30511.7378859007,30.28271484375,0,1,1,2,"Building geometry prediction"
"osgb1000006035699",533639,181188,51.5138201,-0.0754785,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",29226.9826320876,29.9272174835205,0,3,3,1,"Building geometry prediction"
"osgb1000006035700",533636,181183,51.5137759,-0.0755236,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",46955.0147030435,34.832633972168,0,1,1,1,"Building geometry prediction"
"osgb1000006035701",533631,181175,51.5137052,-0.0755987,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",58353.5788989372,37.9866561889648,0,0,0,2,"Building geometry prediction"
"osgb1000006035702",533624,181174,51.5136979,-0.0756999,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",106185.947873852,51.2220573425293,0,0,0,1,"Building geometry prediction"
"osgb1000006035707",533634,181138,51.513372,-0.0755695,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",59327.9775276559,38.2562789916992,0,0,0,2,"Building geometry prediction"
"osgb1000006035708",533636,181133,51.5133266,-0.0755426,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",41603.1666062965,33.3517570495605,0,0,0,2,"Building geometry prediction"
"osgb1000006035709",533637,181127,51.5132724,-0.0755304,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",38279.4131484612,32.4320602416992,0,0,0,2,"Building geometry prediction"
"osgb1000006035710",533635,181120,51.51321,-0.0755619,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",40947.3027143992,33.1702728271484,0,0,0,2,"Building geometry prediction"
"osgb1000006035713",533753,181169,51.5136224,-0.0738438,"E00000029","E01000005","E02000001","E05009308","Portsoken","CITY OF LONDON",498484.38689297,159.772537231445,0,1,0,6,"Building geometry prediction"
"osgb1000006035718",533765,181098,51.5129815,-0.0736979,"E00000032","E01000005","E02000001","E05009308","Portsoken","CITY OF LONDON",691620.18679929,213.213943481445,0,143,143,1,"Building geometry prediction"
"osgb1000006035774",533547,181084,51.5129073,-0.076843,"E00190458","E01032739","E02000001","E05009310","Tower","CITY OF LONDON",439762.987391336,143.52409362793,0,0,0,1,"Building geometry prediction"
"osgb1000006035777",533547,181045,51.5125568,-0.0768577,"E00190458","E01032739","E02000001","E05009310","Tower","CITY OF LONDON",352660.74818383,119.422576904297,0,1,0,1,"Building geometry prediction"
"osgb1000006035780",533524,181012,51.5122657,-0.0772015,"E00190458","E01032739","E02000001","E05009310","Tower","CITY OF LONDON",659255.420864944,204.258499145508,0,0,0,2,"Building geometry prediction"
"osgb1000006035793",533602,181082,51.5128763,-0.0760516,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",87923.4064012063,46.1687431335449,0,6,6,2,"Building geometry prediction"
"osgb1000006035794",533613,181073,51.5127928,-0.0758966,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",154403.309909671,64.5639877319336,0,0,0,1,"Building geometry prediction"
"osgb1000006035795",533610,181047,51.5125599,-0.0759496,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",86973.0849461434,45.9057846069336,0,14,19,1,"Building geometry prediction"
"osgb1000006035798",533615,181030,51.5124059,-0.0758841,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",189843.53629484,74.3704299926758,0,15,14,1,"Building geometry prediction"
"osgb1000006035799",533623,181012,51.5122423,-0.0757757,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",263185.977283989,94.6645660400391,0,0,0,2,"Building geometry prediction"
"osgb1000006035805",533699,181046,51.5125299,-0.0746682,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",117431.95324019,54.333869934082,0,0,0,1,"Building geometry prediction"
"osgb1000006035807",533652.52,181021.9,51.5123243,-0.0753467,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",825238.810866475,250.186737060547,0,0,0,4,"Building geometry prediction"
"osgb1000006035808",533646,181046,51.5125424,-0.0754315,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",92498.2935976268,47.4346313476562,0,9,9,2,"Building geometry prediction"
"osgb1000006035810",533701,181009,51.5121969,-0.0746534,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",105916.632442991,51.1475372314453,0,1,0,1,"Building geometry prediction"
"osgb1000006035819",533753,181023,51.5123104,-0.0738992,"E00000029","E01000005","E02000001","E05009308","Portsoken","CITY OF LONDON",282463.270209934,99.998664855957,0,51,51,1,"Building geometry prediction"
"osgb1000006035823",533792,180990,51.5120046,-0.07335,"E00000029","E01000005","E02000001","E05009308","Portsoken","CITY OF LONDON",30117.7277080181,30.1736907958984,0,1,0,1,"Building geometry prediction"
"osgb1000006035922",533636,181311,51.5149262,-0.0754751,"E00000029","E01000005","E02000001","E05009308","Portsoken","CITY OF LONDON",5180857.46735663,1455.40295410156,0,3,0,5,"Building geometry prediction"
"osgb1000006035936",533530,181123,51.5132618,-0.077073,"E00190458","E01032739","E02000001","E05009310","Tower","CITY OF LONDON",1466050.54920023,427.501800537109,0,0,0,4,"Building geometry prediction"
"osgb1000006035965",533712,181062,51.5126706,-0.0744749,"E00000029","E01000005","E02000001","E05009310","Tower","CITY OF LONDON",172552.69952591,69.5859909057617,0,2,2,1,"Building geometry prediction"
"osgb1000006035976",533134,181127,51.5133912,-0.0827749,"E00190458","E01032739","E02000001","E05009307","Lime Street","CITY OF LONDON",8952.86739219629,24.3172931671143,0,0,0,1,"Building geometry prediction"
"osgb1000006035981",533019,180998,51.512259,-0.0844799,"E00166755","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",8975.88223456863,24.3236598968506,0,0,0,1,"Building geometry prediction"
"osgb1000006035982",533024,181023,51.5124825,-0.0843984,"E00166755","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",158977.881822281,65.8297882080078,0,0,0,3,"Building geometry prediction"
"osgb1000006035984",533035,181031,51.5125518,-0.084237,"E00166755","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",63104.5661160914,39.3012733459473,0,0,0,2,"Building geometry prediction"
"osgb1000006035988",533057,181024,51.5124837,-0.0839228,"E00166755","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",32425.643734985,30.8122997283936,0,0,0,2,"Building geometry prediction"
"osgb1000006035989",533064,181021,51.5124551,-0.0838231,"E00166755","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",12101.1601548023,25.1884365081787,0,1,0,1,"Building geometry prediction"
"osgb1000006035990",533068,181019,51.5124362,-0.0837662,"E00166755","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",11684.3873615956,25.0731143951416,0,0,0,1,"Building geometry prediction"
"osgb1000006035991",533069,181024,51.5124809,-0.08375,"E00166755","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",11478.8100561643,25.0162315368652,0,1,0,1,"Building geometry prediction"
"osgb1000006035992",533070,181028,51.5125166,-0.083734,"E00166755","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",13814.545500459,25.6625366210938,0,0,0,1,"Building geometry prediction"
"osgb1000006035994",533075,181042,51.5126412,-0.0836568,"E00190458","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",49531.016554011,35.5454216003418,0,0,0,1,"Building geometry prediction"
"osgb1000006035995",533077,181055,51.5127576,-0.083623,"E00190458","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",69983.67351259,41.2047500610352,0,0,0,1,"Building geometry prediction"
"osgb1000006035996",533058,181060,51.512807,-0.0838948,"E00190458","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",7984.20780461557,24.0492610931396,0,0,0,2,"Building geometry prediction"
"osgb1000006035997",533053,181061,51.5128172,-0.0839664,"E00190458","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",7943.23754923978,24.0379238128662,0,1,0,1,"Building geometry prediction"
"osgb1000006035999",533040,181064,51.5128472,-0.0841525,"E00166755","E01032739","E02000001","E05009307","Lime Street","CITY OF LONDON",61787.6536651921,38.9368782043457,0,1,1,2,"Building geometry prediction"
"osgb1000006036000",533024,181052,51.5127431,-0.0843875,"E00166755","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",707727.237954694,217.670837402344,0,0,0,3,"Building geometry prediction"
"osgb1000006036002",533053,181012,51.5123768,-0.0839849,"E00166755","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",18361.2708463021,26.92063331604,0,0,0,2,"Building geometry prediction"
"osgb1000006036003",533067,181008,51.5123376,-0.0837848,"E00166755","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",11722.7994391652,25.0837440490723,0,0,0,1,"Building geometry prediction"
"osgb1000006036004",533054,181007,51.5123317,-0.0839724,"E00166755","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",30870.800604975,30.3820686340332,0,0,0,2,"Building geometry prediction"
"osgb1000006036012",533020,181090,51.5130855,-0.0844308,"E00166755","E01032739","E02000001","E05009301","Cornhill","CITY OF LONDON",65136.5702742523,39.8635368347168,0,0,0,2,"Building geometry prediction"
"osgb1000006036013",533019,181105,51.5132206,-0.0844395,"E00166755","E01032739","E02000001","E05009301","Cornhill","CITY OF LONDON",220938.801457067,82.974609375,0,0,0,1,"Building geometry prediction"
"osgb1000006036015",533012,181117,51.5133301,-0.0845358,"E00166755","E01032739","E02000001","E05009301","Cornhill","CITY OF LONDON",17040.2947374018,26.5551147460938,0,0,0,1,"Building geometry prediction"
"osgb1000006036016",533027,181114,51.5132996,-0.0843209,"E00166755","E01032739","E02000001","E05009301","Cornhill","CITY OF LONDON",38416.9644686409,32.4701194763184,0,0,0,3,"Building geometry prediction"
"osgb1000006036017",533098,181046,51.5126718,-0.083324,"E00190458","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",12601.8886477822,25.3269901275635,0,0,0,2,"Building geometry prediction"
"osgb1000006036018",533107,181041,51.5126247,-0.0831963,"E00190458","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",24133.0997490267,28.5177211761475,0,0,0,1,"Building geometry prediction"
"osgb1000006036019",533108,181036,51.5125795,-0.0831837,"E00190458","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",8791.10227537637,24.2725315093994,0,1,0,2,"Building geometry prediction"
"osgb1000006036024",533080,181012,51.5123705,-0.0835961,"E00166755","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",8053.82772468662,24.0685253143311,0,1,0,1,"Building geometry prediction"
"osgb1000006036025",533081,181006,51.5123163,-0.0835839,"E00166755","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",8601.23748895271,24.2199954986572,0,0,0,1,"Building geometry prediction"
"osgb1000006036027",533113,181013,51.5123717,-0.0831204,"E00166755","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",105324.368301962,50.9836540222168,0,0,0,2,"Building geometry prediction"
"osgb1000006036028",533115.01,181004.93,51.5122987,-0.0830945,"E00166755","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",39371.3706006255,32.7342071533203,0,0,1,1,"Building geometry prediction"
"osgb1000006036035",533117.04,181025.23,51.5124806,-0.0830576,"E00166755","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",32386.2262523755,30.8013916015625,0,1,0,3,"Building geometry prediction"
"osgb1000006036036",533119,181038,51.5125949,-0.0830246,"E00190458","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",8159.00990699639,24.0976295471191,0,0,0,1,"Building geometry prediction"
"osgb1000006036037",533123,181037,51.512585,-0.0829673,"E00190458","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",13927.8777692682,25.6938972473145,0,0,0,1,"Building geometry prediction"
"osgb1000006036038",533129,181036,51.5125746,-0.0828813,"E00190458","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",21891.883763731,27.8975677490234,0,0,0,1,"Building geometry prediction"
"osgb1000006036039",533040,181078,51.512973,-0.0841473,"E00190458","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",14478.5402115118,25.8462677001953,0,0,0,2,"Building geometry prediction"
"osgb1000006036040",533055,181076,51.5129515,-0.083932,"E00190458","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",29583.4827944138,30.0258636474609,0,1,0,3,"Building geometry prediction"
"osgb1000006036041",533066,181071,51.512904,-0.0837754,"E00190458","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",16348.3781417828,26.3636589050293,0,1,0,1,"Building geometry prediction"
"osgb1000006036042",533077,181069,51.5128834,-0.0836178,"E00190458","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",39659.4839528947,32.8139305114746,0,1,0,2,"Building geometry prediction"
"osgb1000006036043",533101,181122,51.513354,-0.0832521,"E00190458","E01032739","E02000001","E05009307","Lime Street","CITY OF LONDON",180590.096585132,71.8099670410156,0,0,0,1,"Building geometry prediction"
"osgb1000006036044",533120,181117,51.5133046,-0.0829803,"E00190458","E01032739","E02000001","E05009307","Lime Street","CITY OF LONDON",208191.778913464,79.4474639892578,0,0,0,2,"Building geometry prediction"
"osgb1000006036045",533095,181065,51.5128432,-0.08336,"E00190458","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",38812.6666696394,32.5796127319336,0,0,0,1,"Building geometry prediction"
"osgb1000006036046",533110,181056,51.5127588,-0.0831474,"E00190458","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",58946.2459026124,38.1506500244141,0,0,0,2,"Building geometry prediction"
"osgb1000006036050",533171,181086,51.513014,-0.0822575,"E00190458","E01032739","E02000001","E05009307","Lime Street","CITY OF LONDON",1014674.66417552,302.604339599609,0,0,0,2,"Building geometry prediction"
"osgb1000006036057",533171,181011,51.51234,-0.0822858,"E00166755","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",390653.288096343,129.935256958008,0,0,0,2,"Building geometry prediction"
"osgb1000006036058",533177,181033,51.5125363,-0.0821911,"E00190458","E01032739","E02000001","E05009306","Langbourn","CITY OF LONDON",815608.445858257,247.521957397461,0,1,0,2,"Building geometry prediction"
"osgb1000006036068",533287,181118,51.5132742,-0.0805747,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",225242.481519763,84.1654586791992,0,0,0,1,"Building geometry prediction"
"osgb1000006036080",533358,181094,51.5130418,-0.0795612,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",23667.1032709182,28.3887786865234,0,0,0,1,"Building geometry prediction"
"osgb1000006036081",533376,181113,51.5132083,-0.0792948,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",715898.777765789,219.931915283203,0,0,0,3,"Building geometry prediction"
"osgb1000006036082",533397,181111,51.5131854,-0.0789931,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",1191040.22394068,351.405364990234,0,1,0,4,"Building geometry prediction"
"osgb1000006036085",533432,181099,51.5130693,-0.0784936,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",245116.039187976,89.6645431518555,0,0,0,2,"Building geometry prediction"
"osgb1000006036087",533447,181112,51.5131825,-0.0782726,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",7927.46810398857,24.0335597991943,0,0,0,1,"Building geometry prediction"
"osgb1000006036088",533449,181102,51.5130922,-0.0782476,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",258016.948256291,93.2342758178711,0,0,0,1,"Building geometry prediction"
"osgb1000006036092",533422,181073.939999999,51.5128464,-0.0786471,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",169696.312279182,68.7956161499023,0,0,0,2,"Building geometry prediction"
"osgb1000006036094",533378,181043,51.5125788,-0.0792925,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",178358.587838044,71.1925048828125,0,0,0,4,"Building geometry prediction"
"osgb1000006036108",533383,181016,51.512335,-0.0792307,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",33944.3097993259,31.2325191497803,0,1,1,1,"Building geometry prediction"
"osgb1000006036110",533451,180994,51.5121212,-0.0782596,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",2274074.80796728,651.085144042969,0,0,0,2,"Building geometry prediction"
"osgb1000006036113",533468,181010,51.512261,-0.0780087,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",344167.759012244,117.072532653809,0,0,0,1,"Building geometry prediction"
"osgb1000006036114",533474,181018,51.5123314,-0.0779193,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",46214.0802327877,34.627613067627,0,1,0,1,"Building geometry prediction"
"osgb1000006036116",533453.06,181041.970000001,51.5125518,-0.0782118,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",483846.586319354,155.722198486328,0,1,0,2,"Building geometry prediction"
"osgb1000006036127",533470,181131,51.5133479,-0.0779342,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",253663.789654279,92.0297393798828,0,0,0,2,"Building geometry prediction"
"osgb1000006036129",533450,181159,51.5136042,-0.0782116,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",159384.906215227,65.9424133300781,0,1,0,1,"Building geometry prediction"
"osgb1000006036134",533388,181172,51.5137357,-0.0790997,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",46300.0476184291,34.6514015197754,0,0,0,1,"Building geometry prediction"
"osgb1000006036139",533385,181149,51.5135297,-0.0791516,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",26428.6111096303,29.1528968811035,0,0,0,1,"Building geometry prediction"
"osgb1000006036140",533381,181133,51.5133869,-0.0792152,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",187947.82582477,73.8458786010742,0,0,0,2,"Building geometry prediction"
"osgb1000006036144",533502,181167,51.5136638,-0.0774596,"E00190458","E01032739","E02000001","E05009308","Portsoken","CITY OF LONDON",310777,176.0786251,1,0,0,1,"DEC data"
"osgb1000006036148",533420,181207,51.5140426,-0.0786255,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",238911.92640436,87.9478454589844,0,0,0,2,"Building geometry prediction"
"osgb1000006036154",533494,181258,51.5144835,-0.0775404,"E00000029","E01000005","E02000001","E05009289","Aldgate","CITY OF LONDON",43829.6132966507,33.9678230285645,0,1,0,1,"Building geometry prediction"
"osgb1000006036155",533484,181251,51.5144229,-0.0776871,"E00000029","E01000005","E02000001","E05009289","Aldgate","CITY OF LONDON",55903.6103517741,40.9891090393066,0,0,0,0,"Building geometry prediction"
"osgb1000006036156",533475,181266,51.5145599,-0.077811,"E00000029","E01000005","E02000001","E05009289","Aldgate","CITY OF LONDON",366519.335329451,123.257301330566,0,1,0,1,"Building geometry prediction"
"osgb1000006036159",533417,181246,51.5143938,-0.078654,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",239931.96061306,88.2300872802734,0,0,0,1,"Building geometry prediction"
"osgb1000006036161",533347,181224,51.5142126,-0.0796705,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",838908.900331307,253.969299316406,0,0,0,2,"Building geometry prediction"
"osgb1000006036162",533336,181216,51.5141434,-0.079832,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",97225.2176537391,48.7425880432129,0,0,0,3,"Building geometry prediction"
"osgb1000006036163",533370,181255,51.5144858,-0.0793275,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",277799.564060964,98.7081985473633,0,0,0,1,"Building geometry prediction"
"osgb1000006036164",533389,181286,51.5147599,-0.0790421,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",99004.9036815738,49.235034942627,0,1,0,2,"Building geometry prediction"
"osgb1000006036165",533407,181271,51.5146208,-0.0787886,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",80319.2373227299,44.064640045166,0,0,0,1,"Building geometry prediction"
"osgb1000006036166",533411,181260,51.5145211,-0.0787351,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",15316.2534727107,27.0863990783691,0,1,1,0,"Building geometry prediction"
"osgb1000006036167",533397,181257,51.5144974,-0.0789379,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",180395.153101996,71.7560272216797,0,0,0,2,"Building geometry prediction"
"osgb1000006036168",533391,181236,51.5143101,-0.0790322,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",213095.254897105,80.8042755126953,0,0,0,1,"Building geometry prediction"
"osgb1000006036172",533309,181308,51.5149765,-0.0801861,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",541084.414347901,171.560119628906,0,0,0,2,"Building geometry prediction"
"osgb1000006036174",533359.2,181309.380000001,51.514977,-0.0794625,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",240913.544209503,88.5017013549805,0,0,0,4,"Building geometry prediction"
"osgb1000006036177",533250,181170,51.5137503,-0.081088,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",206590.333333121,79.0043334960938,0,0,0,1,"Building geometry prediction"
"osgb1000006036178",533247,181157,51.5136341,-0.0811361,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",99805.4513140732,49.4565505981445,0,0,0,1,"Building geometry prediction"
"osgb1000006036179",533295,181200,51.5140092,-0.0804285,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",962386.988147171,288.136169433594,0,2,0,4,"Building geometry prediction"
"osgb1000006036181",533318,181169,51.5137252,-0.080109,"E00190458","E01032739","E02000001","E05009289","Aldgate","CITY OF LONDON",1366547.09073239,399.968780517578,0,0,0,2,"Building geometry prediction"
"osgb1000006036188",533007,181135,51.513493,-0.084601,"E00166755","E01032739","E02000001","E05009301","Cornhill","CITY OF LONDON",128483.337413509,57.3918304443359,0,0,0,1,"Building geometry prediction"
"osgb1000006036190",533009,181178,51.5138789,-0.084556,"E00166755","E01032739","E02000001","E05009301","Cornhill","CITY OF LONDON",127267.126611658,57.0552978515625,0,0,0,1,"Building geometry prediction"
"osgb1000006036191",533036,181163,51.5137378,-0.0841728,"E00166755","E01032739","E02000001","E05009301","Cornhill","CITY OF LONDON",358302.22649829,120.983596801758,0,0,0,2,"Building geometry prediction"
"osgb1000006036192",533029,181193,51.514009,-0.0842623,"E00166755","E01032739","E02000001","E05009301","Cornhill","CITY OF LONDON",614092.318195273,191.761688232422,0,0,0,1,"Building geometry prediction"
"osgb1000006036194",533009,181215,51.5142114,-0.0845421,"E00166755","E01032739","E02000001","E05009301","Cornhill","CITY OF LONDON",178959.841070823,71.3588714599609,0,0,0,2,"Building geometry prediction"
